,title,price,condition,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
985,apple iphone xr 128gb black verizon unlocked fair condition,253.99,1.0,54735.0,99.4,3.0,13,128.0,2018
986,apple iphone 8 64gb (unlocked) (product)red  a1863 excellent cond. #2382,159.99,1.0,438.0,97.9,0.0,11,64.0,2017
987,apple iphone 12 pro max - 256gb - pacific blue (unlocked),950.0,6.0,844.0,100.0,0.0,16,256.0,2020
988,apple iphone 8 plus 256gb factory unlocked smartphone - space gray excellent,299.0,5.0,60972.0,100.0,2.0,11,256.0,2017
989,iphone 7 plus clear case hybrid scratch resistant cover bumper soft shockproof,20.64,6.0,1600.0,97.2,3.0,10,78.54110612855007,2016
990,apple iphone 7 plus - 128gb - factory unlocked - good condition ,189.99,2.0,27605.0,96.8,3.0,10,128.0,2016
991,apple iphone x/xs 256gb unlocked/ verizon/ at&t/ t-mobile (8+/10 condition) ,194.0,1.0,5146.0,99.3,2.0,12,256.0,2017
992,apple iphone 11 - 64gb - factory unlocked - excellent condition,379.99,1.0,27605.0,96.8,3.0,15,64.0,2019
993,for iphone 13 hybrid clear glitter transparent shockproof protective case cover,10.91,6.0,591.0,98.5,2.0,17,177.7258064516129,2021
994,iphone 6 unlocked (cdma + gsm) 16gb space gray | good,62.0,2.0,21988.0,99.8,3.0,7,16.0,2014
995,apple iphone 7 factory unlocked 128gb black & jet black (very good),118.0,3.0,2703.0,97.2,2.0,10,128.0,2016
996,apple iphone x - 64gb - silver a1901 gsm unlocked ~battery under 80%,194.99,1.0,10647.0,98.9,2.0,12,64.0,2017
997,apple iphone 13 pro 128gb | factory unlocked | excellent,989.99,4.0,11250.0,100.0,2.0,17,128.0,2021
998,apple iphone x 64gb verizon 4g lte ios wifi 12mp camera smartphone - good,209.95,2.0,332288.0,98.4,3.0,12,64.0,2017
999,apple iphone xs max 64gb verizon smartphone - very good,309.95,3.0,332288.0,98.4,3.0,14,64.0,2018
1000,apple iphone 11 - 64gb - black (at&t) (cdma + gsm) please read description!,180.0,0.0,882.0,100.0,0.0,15,64.0,2019
1001,apple iphone se 2nd gen 2020 256gb a2275 mhga3ll/a unlocked gsm black new sealed,344.95,6.0,103304.0,99.3,2.0,9,256.0,2016
1002,iphone 6 | unlocked - verizon - at&t - t-mobile |16gb 64gb 128gb,52.0,1.0,21988.0,99.8,3.0,7,64.0,2014
1003,apple iphone xr fully unlocked (any carrier) smartphone 64gb 128gb 256gb,258.99,5.0,127726.0,95.6,2.0,13,64.0,2018
1004,for iphone se 2022 se 2nd 8 7 shockproof liquide silicone ultra thin case cover,6.99,6.0,5105.0,94.7,2.0,9,65.08936170212766,2016
1005,"apple iphone 7 - 32gb - black (verizon unlocked) a1660 (cdma + gsm) ""b stock"" ",96.99,1.0,7165.0,100.0,2.0,10,32.0,2016
1006,apple iphone 11 - 256gb - all colors - fully unlocked - excellent condition (a),501.49,4.0,3099280.0,98.8,2.0,15,256.0,2019
1007,new apple iphone 6s 16gb 64gb 128gb factory unlocked smartphone in sealed box,199.66,6.0,56.0,100.0,2.0,8,16.0,2015
1008,iphone 7 plus clear case hybrid scratch resistant cover bumper soft shockproof,48.68,6.0,1600.0,97.2,3.0,10,78.54110612855007,2016
1009,"brand new apple iphone xs max - 512gb - space gray (at&t, cricket, h2o) a1921 ",545.0,6.0,6201.0,99.5,2.0,14,512.0,2018
1010,"apple iphone 6s plus factory unlocked gsm 5.5"" smartphone 16gb 64gb 128gb",113.99,1.0,127726.0,95.6,2.0,8,16.0,2015
1011,apple iphone 6s plus 32gb space gray sprint unlocked fair cond bad aux port,102.99,0.0,54735.0,99.4,3.0,8,32.0,2015
1012,apple iphone xs max - 64gb / 256gb gsm + cdma (factory unlocked) + warranty,379.99,5.0,36084.0,98.5,2.0,14,64.0,2018
1013,"apple iphone 7 - 32gb 128gb 256gb gsm ""factory unlocked"" smartphone  - very good",104.99,2.0,122213.0,100.0,2.0,10,32.0,2016
1014,apple iphone 11 pro 256gb verizon smartphone - excellent,534.95,4.0,332288.0,98.4,3.0,15,256.0,2019
1015,new apple iphone xr 64gb 128gb unlocked at&t verizon t-mobile brand new 🍎,352.0,6.0,215.0,98.3,2.0,13,64.0,2018
1016,iphone xr - unlocked (cdma + gsm) - 64gb - black - sealed,341.0,6.0,21988.0,99.8,3.0,13,64.0,2018
1017,apple iphone xs 512gb factory unlocked at&t t-mobile verizon good condition,294.95,2.0,82193.0,98.4,3.0,14,512.0,2018
1018,apple iphone xs - 256gb - space gray - gsm unlocked - smartphone,236.99,1.0,7053.0,99.9,2.0,14,256.0,2018
1019,apple iphone 12 mini - 128gb - all colors - unlocked - very good condition ,539.99,3.0,3099280.0,98.8,2.0,16,128.0,2020
1020,excellent apple iphone 11 - 64gb **at&t only** smartphone a2111 - 100% batt!!!,279.99,1.0,4150.0,98.7,2.0,15,64.0,2019
1021,apple iphone 7 gsm unlocked 4g lte ios wifi 128gb smartphone - very good,119.99,3.0,119431.0,99.3,2.0,10,128.0,2016
1022,apple iphone xs 64/256/512gb unlocked all colors face id does not work excellent,239.99,4.0,43976.0,99.0,2.0,14,177.84242424242424,2018
1023,apple iphone xs fully unlocked (any carrier) smartphone 64gb 256gb 512gb good,228.99,2.0,249010.0,96.5,2.0,14,64.0,2018
1024,apple iphone 12 pro max - 128/256/512gb - unlocked verizon - very good condition,794.99,3.0,54735.0,99.4,3.0,16,138.7663551401869,2020
1025,apple iphone xr 64gb factory unlocked at&t t-mobile verizon fair condition,209.95,1.0,82193.0,98.4,3.0,13,64.0,2018
1027,apple iphone x 256gb fully unlocked (gsm+cdma) at&t t-mobile verizon space gray,234.99,1.0,6904.0,99.9,3.0,12,256.0,2017
1028,apple iphone 7 - 128gb - all colors - unlocked - good condition,83.0,1.0,5146.0,99.3,2.0,10,128.0,2016
1029,apple iphone 11 64gb unlocked verizon att tmobile straight talk metro boost (e),379.0,4.0,60972.0,100.0,2.0,15,64.0,2019
1031,apple iphone 11 - 128gb (factory unlocked) purple ✅ 1 year warranty ✅❖sealed❖(w),538.95,6.0,25277.0,100.0,2.0,15,128.0,2019
1032,apple iphone 11 - 64gb - white (unlocked) a2111 cdma + gsm - no face id,265.0,1.0,17579.0,98.7,2.0,15,64.0,2019
1033,new apple iphone 8 plus 64/128/256gb unlocked - all colors - no retail box,369.99,6.0,43976.0,99.0,2.0,11,92.72343149807938,2017
1035,apple  iphone 7 - 32gb - black - factory unlocked  - smartphone,119.99,5.0,122213.0,100.0,2.0,10,32.0,2016
1036,apple iphone se 64gb 2nd gen(2020) fully unlocked (cdma + gsm) smartphone white,309.95,6.0,21173.0,99.4,2.0,9,64.0,2016
1037,apple iphone 11 - 128gb - yellow excellent condition (unlocked) a2111 cdma + gsm,385.0,1.0,280.0,100.0,0.0,15,128.0,2019
1038,apple iphone 12 mini 128gb factory unlocked at&t t-mobile verizon good condition,444.95,2.0,82193.0,98.4,3.0,16,128.0,2020
1039,apple iphone 8 plus - 64gb - factory unlocked - at&t / t-mobile / global - good,214.99,2.0,122213.0,100.0,2.0,11,64.0,2017
1040,apple iphone 8 64gb factory unlocked at&t t-mobile verizon good condition,154.95,2.0,82193.0,98.4,3.0,11,64.0,2017
1042,apple iphone se 2020 2nd-gen 64gb factory unlocked smartphone,209.99,1.0,17.0,100.0,2.0,9,64.0,2016
1043,apple iphone xs 256gb factory unlocked at&t t-mobile verizon excellent condition,344.95,4.0,82193.0,98.4,3.0,14,256.0,2018
